tf,day_idx,dow,time_utc,contact_capacity,initial_contact_served,final_contact_served,delta_final_minus_initial
0,0,Mon,00:00,66,0,0,0
1,0,Mon,00:05,66,0,0,0
2,0,Mon,00:10,66,0,0,0
3,0,Mon,00:15,66,0,0,0
4,0,Mon,00:20,66,0,0,0
5,0,Mon,00:25,66,0,0,0
6,0,Mon,00:30,66,0,0,0
7,0,Mon,00:35,66,0,0,0
8,0,Mon,00:40,66,0,0,0
9,0,Mon,00:45,66,0,0,0
10,0,Mon,00:50,66,0,0,0
11,0,Mon,00:55,66,0,0,0
12,0,Mon,01:00,66,0,0,0
13,0,Mon,01:05,66,0,0,0
14,0,Mon,01:10,66,0,0,0
15,0,Mon,01:15,66,0,0,0
16,0,Mon,01:20,66,0,0,0
17,0,Mon,01:25,66,0,0,0
18,0,Mon,01:30,66,0,0,0
19,0,Mon,01:35,66,0,0,0
20,0,Mon,01:40,66,0,0,0
21,0,Mon,01:45,66,0,0,0
22,0,Mon,01:50,66,0,0,0
23,0,Mon,01:55,66,1,1,0
24,0,Mon,02:00,66,1,1,0
25,0,Mon,02:05,66,1,1,0
26,0,Mon,02:10,66,1,1,0
27,0,Mon,02:15,66,1,1,0
28,0,Mon,02:20,66,1,1,0
29,0,Mon,02:25,66,1,1,0
30,0,Mon,02:30,66,1,1,0
31,0,Mon,02:35,66,1,1,0
32,0,Mon,02:40,66,2,2,0
33,0,Mon,02:45,66,2,2,0
34,0,Mon,02:50,66,2,2,0
35,0,Mon,02:55,66,2,2,0
36,0,Mon,03:00,66,3,3,0
37,0,Mon,03:05,66,3,3,0
38,0,Mon,03:10,66,3,3,0
39,0,Mon,03:15,66,3,3,0
40,0,Mon,03:20,66,3,3,0
41,0,Mon,03:25,66,3,3,0
42,0,Mon,03:30,66,3,3,0
43,0,Mon,03:35,66,3,3,0
44,0,Mon,03:40,66,3,3,0
45,0,Mon,03:45,66,3,3,0
46,0,Mon,03:50,66,3,3,0
47,0,Mon,03:55,66,4,4,0
48,0,Mon,04:00,66,4,4,0
49,0,Mon,04:05,66,4,4,0
50,0,Mon,04:10,66,4,4,0
51,0,Mon,04:15,66,4,4,0
52,0,Mon,04:20,66,4,4,0
53,0,Mon,04:25,66,4,4,0
54,0,Mon,04:30,66,4,4,0
55,0,Mon,04:35,66,4,4,0
56,0,Mon,04:40,66,4,4,0
57,0,Mon,04:45,66,4,4,0
58,0,Mon,04:50,66,4,4,0
59,0,Mon,04:55,66,4,4,0
60,0,Mon,05:00,66,4,4,0
61,0,Mon,05:05,66,4,4,0
62,0,Mon,05:10,66,4,4,0
63,0,Mon,05:15,66,4,4,0
64,0,Mon,05:20,66,4,4,0
65,0,Mon,05:25,66,4,4,0
66,0,Mon,05:30,66,4,4,0
67,0,Mon,05:35,66,3,3,0
68,0,Mon,05:40,66,3,3,0
69,0,Mon,05:45,66,3,3,0
70,0,Mon,05:50,66,3,3,0
71,0,Mon,05:55,66,3,3,0
72,0,Mon,06:00,66,3,3,0
73,0,Mon,06:05,66,3,3,0
74,0,Mon,06:10,66,3,3,0
75,0,Mon,06:15,66,2,2,0
76,0,Mon,06:20,66,2,2,0
77,0,Mon,06:25,66,2,2,0
78,0,Mon,06:30,66,2,2,0
79,0,Mon,06:35,66,2,2,0
80,0,Mon,06:40,66,2,2,0
81,0,Mon,06:45,66,2,2,0
82,0,Mon,06:50,66,2,2,0
83,0,Mon,06:55,66,2,2,0
84,0,Mon,07:00,66,2,2,0
85,0,Mon,07:05,66,2,2,0
86,0,Mon,07:10,66,2,2,0
87,0,Mon,07:15,66,2,2,0
88,0,Mon,07:20,66,2,2,0
89,0,Mon,07:25,66,3,3,0
90,0,Mon,07:30,66,3,3,0
91,0,Mon,07:35,66,4,4,0
92,0,Mon,07:40,66,4,4,0
93,0,Mon,07:45,66,5,5,0
94,0,Mon,07:50,66,5,5,0
95,0,Mon,07:55,66,6,6,0
96,0,Mon,08:00,66,6,6,0
97,0,Mon,08:05,66,6,6,0
98,0,Mon,08:10,66,6,6,0
99,0,Mon,08:15,66,7,7,0
100,0,Mon,08:20,66,8,8,0
101,0,Mon,08:25,66,9,9,0
102,0,Mon,08:30,66,9,9,0
103,0,Mon,08:35,66,10,10,0
104,0,Mon,08:40,66,10,10,0
105,0,Mon,08:45,66,11,11,0
106,0,Mon,08:50,66,12,12,0
107,0,Mon,08:55,66,16,16,0
108,0,Mon,09:00,66,20,20,0
109,0,Mon,09:05,66,20,20,0
110,0,Mon,09:10,66,21,21,0
111,0,Mon,09:15,66,21,21,0
112,0,Mon,09:20,66,22,22,0
113,0,Mon,09:25,66,22,22,0
114,0,Mon,09:30,66,22,22,0
115,0,Mon,09:35,66,22,22,0
116,0,Mon,09:40,66,22,22,0
117,0,Mon,09:45,66,23,23,0
118,0,Mon,09:50,66,23,23,0
119,0,Mon,09:55,66,23,23,0
120,0,Mon,10:00,66,23,23,0
121,0,Mon,10:05,66,23,23,0
122,0,Mon,10:10,66,23,22,-1
123,0,Mon,10:15,66,23,22,-1
124,0,Mon,10:20,66,23,22,-1
125,0,Mon,10:25,66,20,19,-1
126,0,Mon,10:30,66,19,18,-1
127,0,Mon,10:35,66,18,17,-1
128,0,Mon,10:40,66,19,18,-1
129,0,Mon,10:45,66,19,18,-1
130,0,Mon,10:50,66,18,17,-1
131,0,Mon,10:55,66,17,16,-1
132,0,Mon,11:00,66,15,14,-1
133,0,Mon,11:05,66,14,13,-1
134,0,Mon,11:10,66,14,12,-2
135,0,Mon,11:15,66,14,12,-2
136,0,Mon,11:20,66,13,11,-2
137,0,Mon,11:25,66,12,10,-2
138,0,Mon,11:30,66,12,10,-2
139,0,Mon,11:35,66,12,10,-2
140,0,Mon,11:40,66,12,10,-2
141,0,Mon,11:45,66,11,9,-2
142,0,Mon,11:50,66,11,9,-2
143,0,Mon,11:55,66,11,9,-2
144,0,Mon,12:00,66,10,8,-2
145,0,Mon,12:05,66,10,8,-2
146,0,Mon,12:10,66,8,7,-1
147,0,Mon,12:15,66,8,7,-1
148,0,Mon,12:20,66,8,6,-2
149,0,Mon,12:25,66,8,6,-2
150,0,Mon,12:30,66,8,6,-2
151,0,Mon,12:35,66,8,6,-2
152,0,Mon,12:40,66,8,6,-2
153,0,Mon,12:45,66,6,4,-2
154,0,Mon,12:50,66,6,4,-2
155,0,Mon,12:55,66,6,4,-2
156,0,Mon,13:00,66,5,3,-2
157,0,Mon,13:05,66,5,3,-2
158,0,Mon,13:10,66,5,3,-2
159,0,Mon,13:15,66,5,3,-2
160,0,Mon,13:20,66,5,3,-2
161,0,Mon,13:25,66,5,3,-2
162,0,Mon,13:30,66,6,4,-2
163,0,Mon,13:35,66,7,5,-2
164,0,Mon,13:40,66,7,5,-2
165,0,Mon,13:45,66,7,5,-2
166,0,Mon,13:50,66,7,5,-2
167,0,Mon,13:55,66,7,5,-2
168,0,Mon,14:00,66,6,4,-2
169,0,Mon,14:05,66,6,4,-2
170,0,Mon,14:10,66,6,4,-2
171,0,Mon,14:15,66,6,4,-2
172,0,Mon,14:20,66,6,4,-2
173,0,Mon,14:25,66,7,5,-2
174,0,Mon,14:30,66,8,6,-2
175,0,Mon,14:35,66,8,6,-2
176,0,Mon,14:40,66,8,6,-2
177,0,Mon,14:45,66,8,6,-2
